"building_no";"floor";"unit_no";"bedrooms_no";"rental_year";"rental_month";"avg_listed_price";"avg_actual_rent";"daily_record_count";"rented_days";"unrented_days"
1;1;"101";1;2024;7;2730.0;2640.0;31;31.0;0.0
1;1;"101";1;2024;8;2710.0;2630.0;31;31.0;0.0
1;1;"101";1;2024;9;2810.0;2640.0;30;30.0;0.0
1;1;"101";1;2024;10;2800.0;2620.0;31;31.0;0.0
1;1;"101";1;2024;11;2700.0;2570.0;30;30.0;0.0
1;1;"101";1;2024;12;2660.0;2570.0;31;31.0;0.0
1;1;"101";1;2025;1;2800.0;2650.0;31;31.0;0.0
1;1;"101";1;2025;2;2780.0;2630.0;28;28.0;0.0
1;1;"101";1;2025;3;2830.0;2700.0;31;31.0;0.0
1;1;"101";1;2025;4;2890.0;2690.0;30;30.0;0.0
1;1;"101";1;2025;5;2780.0;2700.0;31;31.0;0.0
1;1;"101";1;2025;6;2930.0;2740.0;30;30.0;0.0
1;1;"101";1;2025;7;2830.0;2760.0;31;31.0;0.0
1;1;"101";1;2025;8;2930.0;2750.0;31;31.0;0.0
1;1;"101";1;2025;9;2880.0;2740.0;30;30.0;0.0
1;1;"101";1;2025;10;2910.0;2750.0;31;31.0;0.0
1;1;"101";1;2025;11;2760.0;2680.0;30;30.0;0.0
1;1;"101";1;2025;12;2780.0;2640.0;31;31.0;0.0
1;1;"101";1;2026;1;2900.0;2730.0;31;31.0;0.0
1;1;"101";1;2026;2;2920.0;2790.0;28;28.0;0.0
1;1;"101";1;2026;3;2950.0;2770.0;31;31.0;0.0
1;1;"101";1;2026;4;2900.0;2780.0;30;30.0;0.0
1;1;"101";1;2026;5;2900.0;2840.0;31;31.0;0.0
1;1;"101";1;2026;6;2950.0;2860.0;30;30.0;0.0
1;1;"101";1;2026;7;3020.0;2840.0;31;31.0;0.0
1;1;"101";1;2026;8;3060.0;2910.0;31;31.0;0.0
1;1;"101";1;2026;9;3000.0;2870.0;30;30.0;0.0
1;1;"101";1;2026;10;2930.0;2850.0;31;31.0;0.0
1;1;"101";1;2026;11;2900.0;2830.0;30;30.0;0.0
1;1;"101";1;2026;12;2910.0;2790.0;31;31.0;0.0
1;1;"102";3;2024;1;3740.0;3570.0;31;31.0;0.0
1;1;"102";3;2024;2;3770.0;3580.0;29;29.0;0.0
1;1;"102";3;2024;3;3790.0;3660.0;31;31.0;0.0
1;1;"102";3;2024;4;3830.0;3660.0;30;30.0;0.0
1;1;"102";3;2024;5;3740.0;3680.0;31;31.0;0.0
1;1;"102";3;2024;6;3850.0;3720.0;30;30.0;0.0
1;1;"102";3;2024;7;3940.0;3680.0;31;31.0;0.0
1;1;"102";3;2024;8;3940.0;3710.0;31;31.0;0.0
1;1;"102";3;2024;9;3920.0;3700.0;30;30.0;0.0
1;1;"102";3;2024;10;3810.0;3680.0;31;31.0;0.0
1;1;"102";3;2024;11;3800.0;3670.0;30;30.0;0.0
1;1;"102";3;2024;12;3790.0;3630.0;31;31.0;0.0
1;1;"102";3;2025;1;3970.0;3780.0;31;31.0;0.0
1;1;"102";3;2025;2;4020.0;3750.0;28;28.0;0.0
1;1;"102";3;2025;3;3880.0;3800.0;31;31.0;0.0
1;1;"102";3;2025;4;3960.0;3840.0;30;30.0;0.0
1;1;"102";3;2025;5;3930.0;3860.0;31;31.0;0.0
1;1;"102";3;2025;6;3970.0;3860.0;30;30.0;0.0
1;1;"102";3;2025;7;4050.0;3850.0;31;31.0;0.0
1;1;"102";3;2025;8;4010.0;3910.0;31;31.0;0.0
1;1;"102";3;2025;9;3890.0;3830.0;30;30.0;0.0
1;1;"102";3;2025;10;3960.0;3850.0;31;31.0;0.0
1;1;"102";3;2025;11;4030.0;3830.0;30;30.0;0.0
1;1;"102";3;2025;12;4020.0;3800.0;31;31.0;0.0
1;1;"102";3;2026;1;4050.0;3880.0;31;31.0;0.0
1;1;"102";3;2026;2;4000.0;3940.0;28;28.0;0.0
1;1;"102";3;2026;3;4040.0;3920.0;31;31.0;0.0
1;1;"102";3;2026;4;4240.0;3960.0;30;30.0;0.0
1;1;"102";3;2026;5;4120.0;3980.0;31;31.0;0.0
1;1;"102";3;2026;6;4150.0;4000.0;30;30.0;0.0
1;1;"102";3;2026;7;4240.0;3990.0;31;31.0;0.0
1;1;"102";3;2026;8;4190.0;4060.0;31;31.0;0.0
1;1;"102";3;2026;9;4310.0;4040.0;30;30.0;0.0
1;1;"102";3;2026;10;4170.0;3940.0;31;31.0;0.0
1;1;"102";3;2026;11;4200.0;3950.0;30;30.0;0.0
1;1;"102";3;2026;12;4190.0;3930.0;31;31.0;0.0
1;2;"201";2;2024;1;3180.0;3060.0;31;31.0;0.0
1;2;"201";2;2024;2;3260.0;3100.0;29;29.0;0.0
1;2;"201";2;2024;3;3280.0;3130.0;31;31.0;0.0
1;2;"201";2;2024;4;3330.0;3110.0;30;30.0;0.0
1;2;"201";2;2024;5;3390.0;3160.0;31;31.0;0.0
1;2;"201";2;2024;6;3230.0;3150.0;30;30.0;0.0
1;2;"201";2;2024;7;3290.0;3220.0;31;31.0;0.0
1;2;"201";2;2024;8;3410.0;3220.0;31;31.0;0.0
1;2;"201";2;2024;9;3420.0;3220.0;30;30.0;0.0
1;2;"201";2;2024;10;3320.0;3160.0;31;31.0;0.0
1;2;"201";2;2024;11;3250.0;3130.0;30;30.0;0.0
1;2;"201";2;2024;12;3300.0;3090.0;31;31.0;0.0
1;2;"201";2;2025;1;3400.0;3180.0;31;31.0;0.0
1;2;"201";2;2025;2;3370.0;3190.0;28;28.0;0.0
1;2;"201";2;2025;3;3440.0;3230.0;31;31.0;0.0
1;2;"201";2;2025;4;3340.0;3240.0;30;30.0;0.0
1;2;"201";2;2025;5;3360.0;3300.0;31;31.0;0.0
1;2;"201";2;2025;6;3500.0;3330.0;30;30.0;0.0
1;2;"201";2;2025;7;3570.0;3330.0;31;31.0;0.0
1;2;"201";2;2025;8;3580.0;3360.0;31;31.0;0.0
1;2;"201";2;2025;9;3470.0;3360.0;30;30.0;0.0
1;2;"201";2;2025;10;3460.0;3320.0;31;31.0;0.0
1;2;"201";2;2025;11;3380.0;3230.0;30;30.0;0.0
1;2;"201";2;2025;12;3420.0;3210.0;31;31.0;0.0
1;2;"201";2;2026;1;3500.0;3350.0;31;31.0;0.0
1;2;"201";2;2026;2;3470.0;3370.0;28;28.0;0.0
1;2;"201";2;2026;3;3550.0;3360.0;31;31.0;0.0
1;2;"201";2;2026;4;3510.0;3390.0;30;30.0;0.0
1;2;"201";2;2026;5;3570.0;3390.0;31;31.0;0.0
1;2;"201";2;2026;6;3660.0;3460.0;30;30.0;0.0
1;2;"201";2;2026;7;3740.0;3490.0;31;31.0;0.0
1;2;"201";2;2026;8;3600.0;3450.0;31;31.0;0.0
1;2;"201";2;2026;9;3520.0;3420.0;30;30.0;0.0
1;2;"201";2;2026;10;3570.0;3430.0;31;31.0;0.0
1;2;"201";2;2026;11;3670.0;3420.0;30;30.0;0.0
1;2;"201";2;2026;12;3430.0;3380.0;31;31.0;0.0
1;2;"202";1;2024;1;2390.0;2340.0;31;31.0;0.0
1;2;"202";1;2024;2;2410.0;2350.0;29;29.0;0.0
1;2;"202";1;2024;3;2440.0;2360.0;31;31.0;0.0
1;2;"202";1;2024;4;2490.0;2420.0;30;30.0;0.0
1;2;"202";1;2024;5;2510.0;2460.0;31;31.0;0.0
1;2;"202";1;2024;6;2590.0;2490.0;30;30.0;0.0
1;2;"202";1;2024;7;2640.0;2500.0;31;31.0;0.0
1;2;"202";1;2024;8;2550.0;2460.0;31;31.0;0.0
1;2;"202";1;2024;9;2570.0;2480.0;30;30.0;0.0
1;2;"202";1;2024;10;2480.0;2410.0;31;31.0;0.0
1;2;"202";1;2024;11;2440.0;2390.0;30;30.0;0.0
1;2;"202";1;2024;12;2420.0;2360.0;31;31.0;0.0
1;2;"202";1;2025;1;2620.0;2500.0;31;31.0;0.0
1;2;"202";1;2025;2;2620.0;2470.0;28;28.0;0.0
1;2;"202";1;2025;3;2690.0;2510.0;31;31.0;0.0
1;2;"202";1;2025;4;2660.0;2560.0;30;30.0;0.0
1;2;"202";1;2025;5;2680.0;2580.0;31;31.0;0.0
1;2;"202";1;2025;6;2620.0;2540.0;30;30.0;0.0
1;2;"202";1;2025;7;2610.0;2550.0;31;31.0;0.0
1;2;"202";1;2025;8;2650.0;2600.0;31;31.0;0.0
1;2;"202";1;2025;9;2680.0;2550.0;30;30.0;0.0
1;2;"202";1;2025;10;2630.0;2520.0;31;31.0;0.0
1;2;"202";1;2025;11;2660.0;2490.0;30;30.0;0.0
1;2;"202";1;2025;12;2520.0;2480.0;31;31.0;0.0
1;2;"202";1;2026;1;2660.0;2540.0;31;31.0;0.0
1;2;"202";1;2026;2;2700.0;2570.0;28;28.0;0.0
1;2;"202";1;2026;3;2690.0;2630.0;31;31.0;0.0
1;2;"202";1;2026;4;2750.0;2610.0;30;30.0;0.0
1;2;"202";1;2026;5;2790.0;2620.0;31;31.0;0.0
1;2;"202";1;2026;6;2710.0;2650.0;30;30.0;0.0
1;2;"202";1;2026;7;2790.0;2700.0;31;31.0;0.0
1;2;"202";1;2026;8;2800.0;2670.0;31;31.0;0.0
1;2;"202";1;2026;9;2870.0;2670.0;30;30.0;0.0
1;2;"202";1;2026;10;2700.0;2630.0;31;31.0;0.0
1;2;"202";1;2026;11;2790.0;2630.0;30;30.0;0.0
1;2;"202";1;2026;12;2750.0;2610.0;31;31.0;0.0
1;3;"301";2;2024;1;3130.0;3030.0;31;31.0;0.0
1;3;"301";2;2024;2;3210.0;3050.0;29;29.0;0.0
1;3;"301";2;2024;3;3110.0;3040.0;31;31.0;0.0
1;3;"301";2;2024;4;3230.0;3120.0;30;30.0;0.0
1;3;"301";2;2024;5;3310.0;3090.0;31;31.0;0.0
1;3;"301";2;2024;6;3360.0;3140.0;30;30.0;0.0
1;3;"301";2;2024;7;3320.0;3140.0;31;31.0;0.0
1;3;"301";2;2024;8;3360.0;3150.0;31;31.0;0.0
1;3;"301";2;2024;9;3210.0;3110.0;30;30.0;0.0
1;3;"301";2;2024;10;3260.0;3090.0;31;31.0;0.0
1;3;"301";2;2024;11;3120.0;3040.0;30;30.0;0.0
1;3;"301";2;2024;12;3120.0;3060.0;31;31.0;0.0
1;3;"301";2;2025;1;3320.0;3190.0;31;31.0;0.0
1;3;"301";2;2025;2;3420.0;0.0;28;0.0;28.0
1;3;"301";2;2025;3;3420.0;3200.0;31;31.0;0.0
1;3;"301";2;2025;4;3440.0;3240.0;30;30.0;0.0
1;3;"301";2;2025;5;3480.0;3250.0;31;31.0;0.0
1;3;"301";2;2025;6;3330.0;0.0;30;0.0;30.0
1;3;"301";2;2025;7;3430.0;3280.0;31;31.0;0.0
1;3;"301";2;2025;8;3490.0;3280.0;31;31.0;0.0
1;3;"301";2;2025;9;3490.0;3260.0;30;30.0;0.0
1;3;"301";2;2025;10;3510.0;3280.0;31;31.0;0.0
1;3;"301";2;2025;11;3260.0;3180.0;30;30.0;0.0
1;3;"301";2;2025;12;3250.0;3170.0;31;31.0;0.0
1;3;"301";2;2026;1;3460.0;3320.0;31;31.0;0.0
1;3;"301";2;2026;2;3380.0;3300.0;28;28.0;0.0
1;3;"301";2;2026;3;3510.0;0.0;31;0.0;31.0
1;3;"301";2;2026;4;3530.0;3350.0;30;30.0;0.0
1;3;"301";2;2026;5;3460.0;3370.0;31;31.0;0.0
1;3;"301";2;2026;6;3590.0;3370.0;30;30.0;0.0
1;3;"301";2;2026;7;3470.0;3420.0;31;31.0;0.0
1;3;"301";2;2026;8;3510.0;3420.0;31;31.0;0.0
1;3;"301";2;2026;9;3520.0;3370.0;30;30.0;0.0
1;3;"301";2;2026;10;3560.0;3400.0;31;31.0;0.0
1;3;"301";2;2026;11;3410.0;3330.0;30;30.0;0.0
1;3;"301";2;2026;12;3380.0;3320.0;31;31.0;0.0
1;3;"302";2;2024;1;3160.0;0.0;31;0.0;31.0
1;3;"302";2;2024;2;3100.0;3010.0;29;29.0;0.0
1;3;"302";2;2024;3;3170.0;2990.0;31;31.0;0.0
1;3;"302";2;2024;4;3250.0;3030.0;30;30.0;0.0
1;3;"302";2;2024;5;3290.0;3090.0;31;31.0;0.0
1;3;"302";2;2024;6;3230.0;3120.0;30;30.0;0.0
1;3;"302";2;2024;7;3170.0;0.0;31;0.0;31.0
1;3;"302";2;2024;8;3220.0;3110.0;31;31.0;0.0
1;3;"302";2;2024;9;3260.0;3110.0;30;30.0;0.0
1;3;"302";2;2024;10;3240.0;3060.0;31;31.0;0.0
1;3;"302";2;2024;11;3210.0;3030.0;30;30.0;0.0
1;3;"302";2;2024;12;3200.0;2990.0;31;31.0;0.0
1;3;"302";2;2025;1;3220.0;3090.0;31;31.0;0.0
1;3;"302";2;2025;2;3270.0;3130.0;28;28.0;0.0
1;3;"302";2;2025;3;3240.0;3160.0;31;31.0;0.0
1;3;"302";2;2025;4;3370.0;3180.0;30;30.0;0.0
1;3;"302";2;2025;5;3240.0;3190.0;31;31.0;0.0
1;3;"302";2;2025;6;3500.0;3260.0;30;30.0;0.0
1;3;"302";2;2025;7;3410.0;3230.0;31;31.0;0.0
1;3;"302";2;2025;8;3420.0;3260.0;31;31.0;0.0
1;3;"302";2;2025;9;3400.0;3260.0;30;30.0;0.0
1;3;"302";2;2025;10;3270.0;0.0;31;0.0;31.0
1;3;"302";2;2025;11;3260.0;3160.0;30;30.0;0.0
1;3;"302";2;2025;12;3230.0;3110.0;31;31.0;0.0
1;3;"302";2;2026;1;3400.0;0.0;31;0.0;31.0
1;3;"302";2;2026;2;3330.0;3250.0;28;28.0;0.0
1;3;"302";2;2026;3;3350.0;3290.0;31;31.0;0.0
1;3;"302";2;2026;4;3390.0;3310.0;30;30.0;0.0
1;3;"302";2;2026;5;3560.0;3340.0;31;31.0;0.0
1;3;"302";2;2026;6;3410.0;3350.0;30;30.0;0.0
1;3;"302";2;2026;7;3520.0;3360.0;31;31.0;0.0
1;3;"302";2;2026;8;3460.0;3350.0;31;31.0;0.0
1;3;"302";2;2026;9;3480.0;0.0;30;0.0;30.0
1;3;"302";2;2026;10;3440.0;3310.0;31;31.0;0.0
1;3;"302";2;2026;11;3420.0;3330.0;30;30.0;0.0
1;3;"302";2;2026;12;3420.0;3290.0;31;31.0;0.0
1;4;"401";1;2024;1;2460.0;2380.0;31;31.0;0.0
1;4;"401";1;2024;2;2530.0;2370.0;29;29.0;0.0
1;4;"401";1;2024;3;2470.0;2420.0;31;31.0;0.0
1;4;"401";1;2024;4;2540.0;2420.0;30;30.0;0.0
1;4;"401";1;2024;5;2590.0;2500.0;31;31.0;0.0
1;4;"401";1;2024;6;2680.0;2520.0;30;30.0;0.0
1;4;"401";1;2024;7;2660.0;2490.0;31;31.0;0.0
1;4;"401";1;2024;8;2540.0;2490.0;31;31.0;0.0
1;4;"401";1;2024;9;2580.0;2470.0;30;30.0;0.0
1;4;"401";1;2024;10;2610.0;2440.0;31;31.0;0.0
1;4;"401";1;2024;11;2480.0;2410.0;30;30.0;0.0
1;4;"401";1;2024;12;2470.0;0.0;31;0.0;31.0
1;4;"401";1;2025;1;2570.0;0.0;31;0.0;31.0
1;4;"401";1;2025;2;2620.0;2530.0;28;28.0;0.0
1;4;"401";1;2025;3;2680.0;2560.0;31;31.0;0.0
1;4;"401";1;2025;4;2640.0;0.0;30;0.0;30.0
1;4;"401";1;2025;5;2660.0;2590.0;31;31.0;0.0
1;4;"401";1;2025;6;2690.0;2590.0;30;30.0;0.0
1;4;"401";1;2025;7;2760.0;2640.0;31;31.0;0.0
1;4;"401";1;2025;8;2720.0;2630.0;31;31.0;0.0
1;4;"401";1;2025;9;2750.0;2640.0;30;30.0;0.0
1;4;"401";1;2025;10;2610.0;2560.0;31;31.0;0.0
1;4;"401";1;2025;11;2710.0;2560.0;30;30.0;0.0
1;4;"401";1;2025;12;2550.0;2490.0;31;31.0;0.0
1;4;"401";1;2026;1;2730.0;2590.0;31;31.0;0.0
1;4;"401";1;2026;2;2790.0;2610.0;28;28.0;0.0
1;4;"401";1;2026;3;2710.0;2630.0;31;31.0;0.0
1;4;"401";1;2026;4;2740.0;2620.0;30;30.0;0.0
1;4;"401";1;2026;5;2800.0;2710.0;31;31.0;0.0
1;4;"401";1;2026;6;2870.0;2680.0;30;30.0;0.0
1;4;"401";1;2026;7;2920.0;2750.0;31;31.0;0.0
1;4;"401";1;2026;8;2770.0;2700.0;31;31.0;0.0
1;4;"401";1;2026;9;2740.0;2690.0;30;30.0;0.0
1;4;"401";1;2026;10;2870.0;2680.0;31;31.0;0.0
1;4;"401";1;2026;11;2720.0;2620.0;30;30.0;0.0
1;4;"401";1;2026;12;2670.0;2630.0;31;31.0;0.0
1;4;"402";1;2024;1;2650.0;2480.0;31;31.0;0.0
1;4;"402";1;2024;2;2620.0;2490.0;29;29.0;0.0
1;4;"402";1;2024;3;2700.0;2520.0;31;31.0;0.0
1;4;"402";1;2024;4;2610.0;2560.0;30;30.0;0.0
1;4;"402";1;2024;5;2640.0;2580.0;31;31.0;0.0
1;4;"402";1;2024;6;2760.0;2630.0;30;30.0;0.0
1;4;"402";1;2024;7;2700.0;2640.0;31;31.0;0.0
1;4;"402";1;2024;8;2720.0;2600.0;31;31.0;0.0
1;4;"402";1;2024;9;2650.0;2590.0;30;30.0;0.0
1;4;"402";1;2024;10;2690.0;2540.0;31;31.0;0.0
1;4;"402";1;2024;11;2660.0;2530.0;30;30.0;0.0
1;4;"402";1;2024;12;2660.0;2500.0;31;31.0;0.0
1;4;"402";1;2025;1;2750.0;2630.0;31;31.0;0.0
1;4;"402";1;2025;2;2690.0;2590.0;28;28.0;0.0
1;4;"402";1;2025;3;2730.0;0.0;31;0.0;31.0
1;4;"402";1;2025;4;2810.0;2680.0;30;30.0;0.0
1;4;"402";1;2025;5;2780.0;2680.0;31;31.0;0.0
1;4;"402";1;2025;6;2750.0;0.0;30;0.0;30.0
1;4;"402";1;2025;7;2860.0;2740.0;31;31.0;0.0
1;4;"402";1;2025;8;2840.0;2700.0;31;31.0;0.0
1;4;"402";1;2025;9;2880.0;2710.0;30;30.0;0.0
1;4;"402";1;2025;10;2870.0;2720.0;31;31.0;0.0
1;4;"402";1;2025;11;2720.0;2620.0;30;30.0;0.0
1;4;"402";1;2025;12;2750.0;0.0;31;0.0;31.0
1;4;"402";1;2026;1;2790.0;2690.0;31;31.0;0.0
1;4;"402";1;2026;2;2830.0;2690.0;28;28.0;0.0
1;4;"402";1;2026;3;2950.0;2760.0;31;31.0;0.0
1;4;"402";1;2026;4;2840.0;2740.0;30;30.0;0.0
1;4;"402";1;2026;5;3010.0;2800.0;31;31.0;0.0
1;4;"402";1;2026;6;2940.0;2810.0;30;30.0;0.0
1;4;"402";1;2026;7;3020.0;2840.0;31;31.0;0.0
1;4;"402";1;2026;8;2950.0;2800.0;31;31.0;0.0
1;4;"402";1;2026;9;2910.0;2810.0;30;30.0;0.0
1;4;"402";1;2026;10;2860.0;2800.0;31;31.0;0.0
1;4;"402";1;2026;11;2960.0;2780.0;30;30.0;0.0
1;4;"402";1;2026;12;2870.0;0.0;31;0.0;31.0
1;5;"501";2;2024;1;3250.0;3120.0;31;31.0;0.0
1;5;"501";2;2024;2;3230.0;0.0;29;0.0;29.0
1;5;"501";2;2024;3;3210.0;3130.0;31;31.0;0.0
1;5;"501";2;2024;4;3340.0;3180.0;30;30.0;0.0
1;5;"501";2;2024;5;3290.0;0.0;31;0.0;31.0
1;5;"501";2;2024;6;3470.0;3240.0;30;30.0;0.0
1;5;"501";2;2024;7;3310.0;3250.0;31;31.0;0.0
1;5;"501";2;2024;8;3340.0;3220.0;31;31.0;0.0
1;5;"501";2;2024;9;3320.0;3240.0;30;30.0;0.0
1;5;"501";2;2024;10;3410.0;3170.0;31;31.0;0.0
1;5;"501";2;2024;11;3330.0;0.0;30;0.0;30.0
1;5;"501";2;2024;12;3240.0;3110.0;31;31.0;0.0
1;5;"501";2;2025;1;3480.0;3270.0;31;31.0;0.0
1;5;"501";2;2025;2;3530.0;3290.0;28;28.0;0.0
1;5;"501";2;2025;3;3390.0;3310.0;31;31.0;0.0
1;5;"501";2;2025;4;3520.0;3340.0;30;30.0;0.0
1;5;"501";2;2025;5;3630.0;3380.0;31;31.0;0.0
1;5;"501";2;2025;6;3440.0;3370.0;30;30.0;0.0
1;5;"501";2;2025;7;3640.0;3410.0;31;31.0;0.0
1;5;"501";2;2025;8;3620.0;3370.0;31;31.0;0.0
1;5;"501";2;2025;9;3430.0;3360.0;30;30.0;0.0
1;5;"501";2;2025;10;3500.0;3320.0;31;31.0;0.0
1;5;"501";2;2025;11;3410.0;3300.0;30;30.0;0.0
1;5;"501";2;2025;12;3380.0;3250.0;31;31.0;0.0
1;5;"501";2;2026;1;3570.0;3410.0;31;31.0;0.0
1;5;"501";2;2026;2;3490.0;3380.0;28;28.0;0.0
1;5;"501";2;2026;3;3580.0;3430.0;31;31.0;0.0
1;5;"501";2;2026;4;3590.0;3440.0;30;30.0;0.0
1;5;"501";2;2026;5;3560.0;3460.0;31;31.0;0.0
1;5;"501";2;2026;6;3740.0;3480.0;30;30.0;0.0
1;5;"501";2;2026;7;3690.0;3500.0;31;31.0;0.0
1;5;"501";2;2026;8;3660.0;3490.0;31;31.0;0.0
1;5;"501";2;2026;9;3600.0;3490.0;30;30.0;0.0
1;5;"501";2;2026;10;3610.0;3470.0;31;31.0;0.0
1;5;"501";2;2026;11;3480.0;3410.0;30;30.0;0.0
1;5;"501";2;2026;12;3520.0;3380.0;31;31.0;0.0
1;5;"502";3;2024;1;3790.0;3660.0;31;31.0;0.0
1;5;"502";3;2024;2;3870.0;3700.0;29;29.0;0.0
1;5;"502";3;2024;3;3870.0;3670.0;31;31.0;0.0
1;5;"502";3;2024;4;3960.0;3710.0;30;30.0;0.0
1;5;"502";3;2024;5;3830.0;0.0;31;0.0;31.0
1;5;"502";3;2024;6;3940.0;3760.0;30;30.0;0.0
1;5;"502";3;2024;7;3950.0;3770.0;31;31.0;0.0
1;5;"502";3;2024;8;3840.0;3760.0;31;31.0;0.0
1;5;"502";3;2024;9;4050.0;3780.0;30;30.0;0.0
